Manufacturer,Model,Vendor Analyte Name,Vendor Specimen Description,Vendor Result Description,LOINC Code,LOINC long Name,Vendor Analyte Code,Vendor Comment,Vendor Reference ID,Equipment UID,Equipment UID Type,Component,Property,Time,System,Scale,Method,Publication Version ID
CirrusDx Laboratories,CirrusDx SARS-CoV-2 Assay*,SARS-CoV-2 Result Interpretation,"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not detected (260415000^Not detected^SCT)
SARS-CoV-2 presumptive positive (720735008^Presumptive positive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Cleveland Clinic Robert J. Tomsich Pathology and Laboratory Medicine Institute,LDT: Cleveland Clinic SARS-CoV-2 Assay*,SARS-CoV-2 Result Interpretation,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
tracheal aspirate (TASP) (445447003^Specimen from trachea obtained by aspiration^SCT)
sputum (119334006^Sputum specimen^SCT)","Detected (260373001^Detected^SCT)
Presumptive positive (720735008^Presumptive positive^SCT)
Indeterminate Result (82334004^Indeterminate^SCT)
Not Detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Cleveland Clinic Robert J. Tomsich Pathology and Laboratory Medicine Institute located at 9500 Euclid Ave/LL2, Cleveland, OH 44195",,cobas z 480 Instrument_Roche,MNI,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
Cleveland Clinic Robert J. Tomsich Pathology and Laboratory Medicine Institute,Cleveland Clinic SARS-CoV-2 Assay*,SARS-CoV-2 Result Interpretation,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
tracheal aspirate (TASP) (445447003^Specimen from trachea obtained by aspiration^SCT)
sputum (119334006^Sputum specimen^SCT)","Detected (260373001^Detected^SCT)
Presumptive positive (720735008^Presumptive positive^SCT)
Indeterminate Result (82334004^Indeterminate^SCT)
Not Detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Cleveland Clinic Robert J. Tomsich Pathology and Laboratory Medicine Institute located at 9500 Euclid Ave/LL2, Cleveland, OH 44195",,cobas z 480 Instrument_Roche,MNI,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
"Clinical Reference Laboratory, Inc.",LDT: CRL Rapid Response*,SARS-CoV-2 Result Interpretation,saliva specimens (119342007^Saliva specimen^SCT),"positive (260373001^Detected^SCT)
negative (260415000^Not Detected^SCT)
invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to Clinical Reference Laboratory, Inc, located at 8433 Quivira Rd., Lenexa, KS 66215",,CFX96 Touch Real-Time PCR System_BioRad,MNI,SARS coronavirus 2 RdRp gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200818
"Clinical Reference Laboratory, Inc.",CRL Rapid Response*,SARS-CoV-2 Result Interpretation,saliva specimens (119342007^Saliva specimen^SCT),"positive (260373001^Detected^SCT)
negative (260415000^Not Detected^SCT)
invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94534-5,SARS-CoV-2 (COVID-19) RdRp gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to Clinical Reference Laboratory, Inc, located at 8433 Quivira Rd., Lenexa, KS 66215",,CFX96 Touch Real-Time PCR System_BioRad,MNI,SARS coronavirus 2 RdRp gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200818
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",LDT: CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation (N1 & N2),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI QuantStudio 7 Flex_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",LDT: CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation(N1 & N2),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI ViiA 7 PCR System_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",LDT: CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation(N2 only),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94757-2,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N2,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI QuantStudio 7 Flex_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar.CDC primer-probe set N2,20200811
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation (N1 & N2),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI QuantStudio 7 Flex_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation(N1 & N2),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI ViiA 7 PCR System_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200811
"Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard",CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay*,SARS-CoV-2 Result Interpretation(N2 only),"nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combined nasopharyngeal/oropharyngeal (NP/OP) swabs (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate specimens (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 detected (260373001^Detected^SCT)
SARS-CoV-2 not detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94757-2,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N2,,"Testing is limited to the Clinical Research Sequencing Platform (CRSP), LLC at the Broad Institute of MIT and Harvard, located at 320 Charles Street, Cambridge, MA 02141",,ABI QuantStudio 7 Flex_Thermo Fisher,MNI,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar.CDC primer-probe set N2,20200811
Co-Diagnostics,Logix Smart Coronavirus Disease 2019 (COVID-19) Kit*,SARS-CoV-2 RdRp gene Results interpretation,"Lower respiratory tract fluids:
Bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)
tracheal aspirate (445447003^Specimen from trachea obtained by aspiration^SCT)
Sputum (119334006^Sputum specimen^SCT)
Upper respiratory tract fluids:
Nasopharyngeal swab AND oropharyngeal swab (NP/OP swab) (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
Oropharyngeal swab (e.g., throat swab)(258529004^Throat swab^SCT)
Nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
Nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","SARS-CoV-2 RNA positive (260373001^Detected^SCT)
SARS-CoV-2 RNA negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94534-5,SARS coronavirus 2 RdRp gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RdRp gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
"Co-Diagnostics, Inc.",Logix Smart Coronavirus Disease 2019 (COVID-19) Kit*,SARS-CoV-2 RdRp gene Results interpretation,"Lower respiratory tract fluids:
Bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)
tracheal aspirate (445447003^Specimen from trachea obtained by aspiration^SCT)
Sputum (119334006^Sputum specimen^SCT)
Upper respiratory tract fluids:
Nasopharyngeal swab AND oropharyngeal swab (NP/OP swab) (433801000124107^Nasopharyngeal and oropharyngeal swab^SCT)
Oropharyngeal swab (e.g., throat swab)(258529004^Throat swab^SCT)
Nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
Nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","SARS-CoV-2 RNA positive (260373001^Detected^SCT)
SARS-CoV-2 RNA negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94534-5,SARS coronavirus 2 RdRp gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RdRp gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Color Genomics,LDT: Color SARS CoV-2 Diagnostic Assay*,SARS-CoV-2 RNA,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 DETECTED (260373001^Detected^SCT)
SARS-CoV-2 ?NOT DETECTED (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Failed (455371000124106^Invalid result^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200526
Color Genomics,Color SARS CoV-2 Diagnostic Assay*,SARS-CoV-2 RNA,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 DETECTED (260373001^Detected^SCT)
SARS-CoV-2 ?NOT DETECTED (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Failed (455371000124106^Invalid result^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200526
Columbia University Laboratory of Personalized Genomic Medicine,LDT: Triplex CII-SARS-CoV-2 rRT-PCR test*,SARS-CoV-2,"Nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","Positive (260373001^Detected^SCT)
Presumptive positive (720735008^Presumptive positive^SCT)
Negative (260415000^Not detected^SCT)
Equivocal (42425007^Equivocal^SCT)
Invalid (455371000124106^Invalid result^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
